US will resume policy for asylum-seekers to wait in Mexico
Democrats need to stop playing by Mitch McConnell's rules. Fight back.
"He Says He’s No Murderer. That’s Why He’s Still in Prison. | Joseph Gordon has been locked up for nearly 30 years. A model inmate, he is eligible for parole — but only if he expresses remorse for a crime he says he did not commit."
"The Supreme Court’s pro-gun, pro-life problem"
"Steve Bannon Faces Over 1,000 Pages of Evidence and Materials From Prosecution in Contempt Case"
Just What the Quack Ordered: Dr. Oz Expected to Announce Pennsylvania Senate Run
What to watch as Senate takes up reconciliation bill
"‘An utter failure’: Law meant to clear old convictions, including for marijuana possession, helps few"
Matthew McConaughey won’t run for Texas governor
Supreme Court set to dive into Mississippi abortion case challenging Roe v. Wade
"China, Russia Question US 'Moral Authority' to Host 'Summit for Democracy'; Pakistan Invited"
Young Americans are raising alarms about the state of U.S. democracy in a new poll
There's a GOP push in Wisconsin to take over the state's election system
The big flaw in Trump’s legal strategy: Ex-presidents have no power - Judges appear skeptical of the former president’s attempts to block the Jan. 6 investigation. With good reason.
"Biden launching winter COVID-19 booster, testing campaign"
"Trump allies work to place supporters in key election posts across the country, spurring fears about future vote challenges"
"Anthony Fauci Slams Ted Cruz Over Capitol Riot | ""What happened on Jan. 6, senator?” Fauci said, responding to Republican lawmakers' latest attack against him."
Blinken set to meet Russia's Lavrov as Ukraine tensions flare
U.S. Senate blocks annual defense bill amid Republican objections
New rift opens between U.S. House Republicans over bigotry claims
Joe Biden just made the shadiest comment about Donald Trump
Supreme Court to hear arguments in major abortion case challenging Roe v. Wade
Ilhan Omar calls Lauren Boebert a “bigoted” “buffoon” for calling her a Muslim terrorist
"Tim Scott, Marco Rubio, Ashley Hinson and Young Kim team up to build more diverse GOP from ground up"
Democrats fume that McConnell wants to block Biden's agenda so badly he's even holding up new defense spending: 'You can never say there's a bottom and they won't go lower'
No deal in sight as Congress nears debt limit deadline
Federal Reserve weighs earlier end to bond tapering amid hot inflation
Ilhan Omar hangs up on Lauren Boebert after anti-Muslim attack | Democrats are now pushing to strip Rep. Lauren Boebert of House committee seats after her anti-Muslim comments
Rep. Tom Suozzi Is Running for Governor of New York
Sotomayor suggests court wouldn't 'survive stench' if abortion rights undercut
Top House Democrats weigh action against GOP Rep. Boebert
Michigan gridlock has blocked action on 50 gun reform bills this year
Republicans are quietly rigging election maps to ensure permanent rule
Democratic frustration growing over stagnating voting rights bills
U.S. vaccine diplomacy czar Gayle Smith leaves role
‘How will we survive?’ Supreme Court Justice Sotomayor sounds alarm in fight to overturn Roe v. Wade
Supreme Court: Top US judges signal support for abortion limits
Dr. Oz — who's now running for US Senate in Pennsylvania — used his in-law's address to register to vote in the state last year
Pfizer Is Lobbying to Thwart Whistleblowers From Exposing Corporate Fraud: Pfizer is among the Big Pharma companies trying to block legislation strengthening whistleblowers’ ability to report corporate fraud.
How Big Oil relies on some PR firms to block climate action
Republicans stall defense bill over amendment dispute
"As SCOTUS Considers 'Extinguishing' Right to Abortion, Calls Mount for Congress to 'Step Up'"
Pro-Trump Lawyer Insists Powell Lasso’d Him Into Bogus Election Lawsuit Without His Knowledge
Justice Amy Coney Barrett's own words require her to recuse herself in abortion cases
The New Anti-Feminism
"Due to court order, 'Remain in Mexico' rules for migrants are likely to restart Monday"
Today's Supreme Court Case Makes It Clear: Amy Coney Barrett Will Decide the Future of Abortion Rights in the United States
Female senators urge Biden to protect Afghan women and girls
Mike Lindell’s Election Lawsuit Is Neither Real Nor Spectacular | Not a single state attorney general would sign it. Conspiracy!
"The Biden burden: low approval ratings, soaring inflation and a COVID-19 culture war"
More medical marijuana? Ohio lawmaker says it’s time to expand uses
AOC says GOP leader Kevin McCarthy working with ‘KKK caucus’ in bid for speakership
DOJ moves to limit Bannon media circus over January 6 investigation
"If justices roll back Roe, observers predict swift changes to abortion law in West Virginia"
Two Nebraska lawmakers call for the resignation of UNL Chancellor Ronnie Green
McCarthy pleads with Republicans to stop infighting: 'Congress is not junior high'
"Joe Biden’s Big Squeeze: Progressive donors to the left of him, cynical centrists to the right — a theory of why his popular agenda is so unpopular."
Texas now bans medical abortions after seven weeks of pregnancy
Collins says she supports legislation putting Roe v. Wade protections into law
Judges suggest Trump's executive privilege claim may upset WH's relationship with Congress
Succession
Biden’s Global Democracy Summit Raises an Awkward Question: Can Ours Endure?
Opinion: Overruling abortion rights could have much broader implications on Americans’ liberty
Supporters gear up to collect signatures on petition to decide presidency by popular vote
"Biden commits to North Korea peace as U.S., South Korea discuss ending war"
Maine lawmaker who fought pandemic restrictions and lost his wife to COVID-19 resigns
Have you heard the new Republican conspiracy theory about the Omicron variant?
AOC slams 'Ku Klux Klan caucus' within the House GOP
Republicans Are Undermining the Vaccine and Blaming Biden for It
Andrew Yang and the Weird Arcs of Political Fame
"National Guard troops refusing vaccine will lose pay, Pentagon says, in warning shot to GOP-led states"
Cannabis group calls for abolishing patient caps in Utah
"Aggressive gerrymandering may make elections far less competitive, experts say"
GOP congresswoman praises ‘natural immunity’ on Fox News then backs vaccines on CNN - Nancy Mace echoed Republican talking points on right-wing network while joining scientific consensus in a subsequent interview
How Manchin and Sinema’s status as Senate holdouts is proving lucrative
"Fauci fires back at Cruz over COVID claims: ‘I should be prosecuted? What happened on Jan. 6, senator?’"
Attorney General’s task force recommends reforms to improve state’s response to sexual assault
New covid variant. Same Republican denialism.
Oklahoma Guard Paychecks Under Threat as Vaccine Battle with Pentagon Escalates
Schiff: January 6 committee decision on criminal contempt charges for Mark Meadows could come this week
Report: Trump tested positive for Covid before Biden debate
Supreme Court to hear landmark abortion case this week
That ‘Team Beto’ Fund-Raising Email? It Might Not Be From Beto. - Mimicking official correspondence is an age-old marketing trick. But look-alike emails suggesting links to Beto O’Rourke’s campaign for governor show the tactic has accelerated in the digital era.
"Abortion Under Attack: Supreme Court Hints It Will Uphold Mississippi’s Ban, Threatening Roe v. Wade"
GOP eyes booting Democrats from seats if House flips
Biden meets with retailers and grocers to discuss supply chain as holiday season begins
"Trump tested positive for Covid few days before Biden debate, chief of staff says in new book"
The problem with the RNC blaming Biden for the ongoing Covid crisis
"These days, Capitol Hill townhomes aren't for living in. They're for lobbying."
9 Democrats urge DOJ to free lawyer who won lawsuit against Chevron
Biden responds to report that Trump tested positive for COVID before their debate: 'I don't think about the former president'
"22 applied for Maricopa County supervisors seat, 7 land interviews and 1 will fill vacant spot"
Longtime Oregon Rep. Peter DeFazio won’t seek reelection
Revealed: how Sidney Powell could be disbarred for lying in court for Trump
"Kathy Hochul Is Putting Her Real Estate Donors Over Workers: New York governor Kathy Hochul is pushing to end remote work — not to help workers, but to do the commercial real estate industry a favor."
'What happened on January 6 senator?': Fauci fires back at Sen. Cruz comments
Women Are Changing the Look of Leadership
"With Build Back Better, Dems aim to correct messaging missteps"
Germany urges Congress not to sanction Putin’s pipeline
Tribe: ‘Will we have a legitimate form of law’ if women have less than full rights?
U.S. to restart Trump-era border program forcing asylum seekers to wait in Mexico
"Biden nearly ended the drone war, and nobody noticed"
"Free speech goes for companies, too: Federal judge blocks Texas social media law"
'Time for Debate... Is Over': Sanders Demands WTO Approve Vaccine Patent Waiver
"Editorial: Since Boebert seems incapable, we’ll apologize to Omar for her"
Dr. Oz will run for Pennsylvania's open Senate seat as a Republican
"SC Democrat repeatedly broke ethics law, used campaign money to pay for Netflix, Hulu"
Embattled Kansas lawmaker arrested for second time in month
Fauci: ’I’m going to be saving lives and they're going to be lying’
Fact Sheet: The Bipartisan Infrastructure Law Will Revitalize Main Street
"Trump Tested Positive for Virus Days Before Debate, 2 Ex-Officials Say"
Vets groups worry military sexual assault reforms will be dropped from Congress’ defense bill plans
Biden administration expected to extend public transit mask mandate through mid-March
Stacey Abrams launches 2nd campaign for Georgia governor
Moderate House Republican warns McCarthy over embracing far-right members
Dark-Money Group Paid Former Trump AG to Ask for Pardons—and He Never Registered as a Lobbyist
"Trump’s ‘fact-free’ approach caused briefing challenges, CIA report says"
